location,date,pm2_5,pm10,carbon_monoxide,dust,hours_present,pm25_max,pm25_min,pm25_std,wx_temperature_2m,wx_relative_humidity_2m,wx_dew_point_2m,wx_wind_speed_10m,wx_wind_gusts_10m,wx_precipitation,wx_surface_pressure,wx_boundary_layer_height,wx_cloud_cover,wx_shortwave_radiation,wx_soil_moisture_0_to_7cm,wx_et0_fao_evapotranspiration,wx_hours_present,wx_wind_direction_10m,wx_precip_total_mm,fc_temperature_2m,fc_relative_humidity_2m,fc_wind_speed_10m,fc_precipitation,fc_surface_pressure,fc_boundary_layer_height,fc_hours_present,fc_wind_direction_10m,fc_precip_total_mm,hotspots_50km,hotspots_100km,pm25_today,pm25_tomorrow,exceed_today,exceed_tomorrow,wx_ventilation_index,pm2_5_lag0,pm2_5_lag1,pm2_5_lag2,pm2_5_lag3,pm2_5_roll3,pm2_5_roll7,pm10_lag0,pm10_lag1,pm10_lag2,pm10_lag3,pm10_roll3,pm10_roll7,carbon_monoxide_lag0,carbon_monoxide_lag1,carbon_monoxide_lag2,carbon_monoxide_lag3,carbon_monoxide_roll3,carbon_monoxide_roll7,dust_lag0,dust_lag1,dust_lag2,dust_lag3,dust_roll3,dust_roll7,pm25_max_lag0,pm25_max_lag1,pm25_max_lag2,pm25_max_lag3,pm25_max_roll3,pm25_max_roll7,pm25_std_lag0,pm25_std_lag1,pm25_std_lag2,pm25_std_lag3,pm25_std_roll3,pm25_std_roll7,wx_temperature_2m_lag0,wx_temperature_2m_lag1,wx_temperature_2m_lag2,wx_temperature_2m_lag3,wx_temperature_2m_roll3,wx_temperature_2m_roll7,wx_relative_humidity_2m_lag0,wx_relative_humidity_2m_lag1,wx_relative_humidity_2m_lag2,wx_relative_humidity_2m_lag3,wx_relative_humidity_2m_roll3,wx_relative_humidity_2m_roll7,wx_wind_speed_10m_lag0,wx_wind_speed_10m_lag1,wx_wind_speed_10m_lag2,wx_wind_speed_10m_lag3,wx_wind_speed_10m_roll3,wx_wind_speed_10m_roll7,wx_boundary_layer_height_lag0,wx_boundary_layer_height_lag1,wx_boundary_layer_height_lag2,wx_boundary_layer_height_lag3,wx_boundary_layer_height_roll3,wx_boundary_layer_height_roll7,wx_surface_pressure_lag0,wx_surface_pressure_lag1,wx_surface_pressure_lag2,wx_surface_pressure_lag3,wx_surface_pressure_roll3,wx_surface_pressure_roll7,wx_precip_total_mm_lag0,wx_precip_total_mm_lag1,wx_precip_total_mm_lag2,wx_precip_total_mm_lag3,wx_precip_total_mm_roll3,wx_precip_total_mm_roll7,wx_ventilation_index_lag0,wx_ventilation_index_lag1,wx_ventilation_index_lag2,wx_ventilation_index_lag3,wx_ventilation_index_roll3,wx_ventilation_index_roll7,wx_soil_moisture_0_to_7cm_lag0,wx_soil_moisture_0_to_7cm_lag1,wx_soil_moisture_0_to_7cm_lag2,wx_soil_moisture_0_to_7cm_lag3,wx_soil_moisture_0_to_7cm_roll3,wx_soil_moisture_0_to_7cm_roll7,hotspots_50km_lag0,hotspots_50km_lag1,hotspots_50km_lag2,hotspots_50km_lag3,hotspots_50km_roll3,hotspots_50km_roll7,hotspots_100km_lag0,hotspots_100km_lag1,hotspots_100km_lag2,hotspots_100km_lag3,hotspots_100km_roll3,hotspots_100km_roll7,pm25_delta_1d,pm25_delta_3d,pm25_above_roll7,doy_sin,doy_cos,month,dayofweek,is_weekend,is_burning_season,year,is_transition
mueang_chiang_mai,2023-01-01,28.041666666666668,40.375,1588.5833333333333,0.0,24,44.4,15.7,8.493778626872661,21.095833333333335,72.20833333333333,15.633333333333333,4.2250000000000005,10.616666666666667,0.0,981.3791666666666,355.4166666666667,25.625,175.45833333333334,0.161125,0.12208333333333334,24,33.24916404952455,0.0,20.641666666666666,66.95833333333333,4.529166666666667,0.0,981.9166666666666,,24.0,317.8387890697123,0.0,0.0,3.0,28.041666666666668,28.200000000000003,0,0,1501.635416666667,28.041666666666668,,,,,,40.375,,,,,,1588.5833333333333,,,,,,0.0,,,,,,44.4,,,,,,8.493778626872661,,,,,,21.095833333333335,,,,,,72.20833333333333,,,,,,4.2250000000000005,,,,,,355.4166666666667,,,,,,981.3791666666666,,,,,,0.0,,,,,,1501.635416666667,,,,,,0.161125,,,,,,0.0,,,,,,3.0,,,,,,,,,0.017201575418260506,0.9998520419557735,1,6,1,1,2023,0
mueang_chiang_mai,2023-01-02,28.200000000000003,40.56666666666667,1792.6666666666667,0.0,24,40.7,13.3,9.097873616830809,20.641666666666666,66.95833333333333,13.679166666666667,4.529166666666667,10.554166666666667,0.0,981.9166666666666,391.4583333333333,26.125,212.0,0.15941666666666668,0.1475,24,317.8387890697123,0.0,20.2375,68.375,4.645833333333333,0.0,981.9250000000001,,24.0,300.4026771427265,0.0,0.0,4.0,28.200000000000003,21.95,0,0,1772.9800347222222,28.200000000000003,28.041666666666668,,,28.120833333333337,,40.56666666666667,40.375,,,40.47083333333333,,1792.6666666666667,1588.5833333333333,,,1690.625,,0.0,0.0,,,0.0,,40.7,44.4,,,42.55,,9.097873616830809,8.493778626872661,,,8.795826121851736,,20.641666666666666,21.095833333333335,,,20.86875,,66.95833333333333,72.20833333333333,,,69.58333333333333,,4.529166666666667,4.2250000000000005,,,4.377083333333333,,391.4583333333333,355.4166666666667,,,373.4375,,981.9166666666666,981.3791666666666,,,981.6479166666666,,0.0,0.0,,,0.0,,1772.9800347222222,1501.635416666667,,,1637.3077256944446,,0.15941666666666668,0.161125,,,0.16027083333333333,,0.0,0.0,,,0.0,,4.0,3.0,,,3.5,,0.158333333333335,,,0.03439806061360801,0.9994082116062598,1,0,0,1,2023,0
mueang_chiang_mai,2023-01-03,21.95,31.558333333333334,1381.875,0.0,24,32.9,13.7,6.228545786031894,20.2375,68.375,14.049999999999999,4.645833333333333,11.575000000000001,0.0,981.9250000000001,225.41666666666666,44.583333333333336,121.29166666666667,0.16116666666666668,0.09250000000000001,24,300.4026771427265,0.0,21.504166666666666,72.625,4.379166666666666,0.0,981.25,,24.0,343.66325210813943,0.0,0.0,0.0,21.95,26.1875,0,0,1047.2482638888887,21.95,28.200000000000003,28.041666666666668,,26.063888888888886,,31.558333333333334,40.56666666666667,40.375,,37.5,,1381.875,1792.6666666666667,1588.5833333333333,,1587.7083333333333,,0.0,0.0,0.0,,0.0,,32.9,40.7,44.4,,39.333333333333336,,6.228545786031894,9.097873616830809,8.493778626872661,,7.940066009911789,,20.2375,20.641666666666666,21.095833333333335,,20.658333333333335,,68.375,66.95833333333333,72.20833333333333,,69.18055555555556,,4.645833333333333,4.529166666666667,4.2250000000000005,,4.466666666666667,,225.41666666666666,391.4583333333333,355.4166666666667,,324.09722222222223,,981.9250000000001,981.9166666666666,981.3791666666666,,981.7402777777778,,0.0,0.0,0.0,,0.0,,1047.2482638888887,1772.9800347222222,1501.635416666667,,1440.6212384259259,,0.16116666666666668,0.15941666666666668,0.161125,,0.16056944444444446,,0.0,0.0,0.0,,0.0,,0.0,4.0,3.0,,2.3333333333333335,,-6.2500000000000036,,,0.051584366869408364,0.9986686402879997,1,1,0,1,2023,0
mueang_chiang_mai,2023-01-04,26.1875,37.62916666666667,1475.75,0.0,24,37.4,14.9,8.637799261788647,21.504166666666666,72.625,16.058333333333334,4.379166666666666,10.375,0.0,981.25,273.9583333333333,16.0,173.58333333333334,0.16316666666666668,0.12416666666666666,24,343.66325210813943,0.0,22.583333333333332,70.29166666666667,3.9875000000000003,0.0,980.8625000000001,,24.0,4.416652002108094,0.0,0.0,7.0,26.1875,24.454166666666666,0,0,1199.7092013888887,26.1875,21.95,28.200000000000003,28.041666666666668,25.445833333333336,26.094791666666666,37.62916666666667,31.558333333333334,40.56666666666667,40.375,36.584722222222226,37.532291666666666,1475.75,1381.875,1792.6666666666667,1588.5833333333333,1550.0972222222224,1559.71875,0.0,0.0,0.0,0.0,0.0,0.0,37.4,32.9,40.7,44.4,37.0,38.85,8.637799261788647,6.228545786031894,9.097873616830809,8.493778626872661,7.988072888217116,8.114499322881002,21.504166666666666,20.2375,20.641666666666666,21.095833333333335,20.79444444444444,20.869791666666668,72.625,68.375,66.95833333333333,72.20833333333333,69.31944444444444,70.04166666666666,4.379166666666666,4.645833333333333,4.529166666666667,4.2250000000000005,4.518055555555556,4.444791666666667,273.9583333333333,225.41666666666666,391.4583333333333,355.4166666666667,296.94444444444446,311.5625,981.25,981.9250000000001,981.9166666666666,981.3791666666666,981.6972222222222,981.6177083333333,0.0,0.0,0.0,0.0,0.0,0.0,1199.7092013888887,1047.2482638888887,1772.9800347222222,1501.635416666667,1339.9791666666665,1380.3932291666665,0.16316666666666668,0.16116666666666668,0.15941666666666668,0.161125,0.16125,0.16121875000000002,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,3.0,3.6666666666666665,3.5,4.237500000000001,-1.8541666666666679,0.09270833333333428,0.06875540848113941,0.9976335468520451,1,2,0,1,2023,0
mueang_chiang_mai,2023-01-05,24.454166666666666,35.0625,1562.8333333333333,0.0,24,36.8,11.6,8.93400826187151,22.583333333333332,70.29166666666667,16.383333333333333,3.9875000000000003,10.716666666666667,0.0,980.8625000000001,405.2083333333333,31.083333333333332,203.29166666666666,0.16229166666666667,0.145,24,4.416652002108094,0.0,22.212500000000002,62.041666666666664,6.354166666666667,0.0,981.7666666666668,,24.0,349.22847855265377,0.0,0.0,10.0,24.454166666666666,16.158333333333335,0,0,1615.7682291666667,24.454166666666666,26.1875,21.95,28.200000000000003,24.197222222222223,25.76666666666667,35.0625,37.62916666666667,31.558333333333334,40.56666666666667,34.75,37.038333333333334,1562.8333333333333,1475.75,1381.875,1792.6666666666667,1473.486111111111,1560.3416666666667,0.0,0.0,0.0,0.0,0.0,0.0,36.8,37.4,32.9,40.7,35.699999999999996,38.44,8.93400826187151,8.637799261788647,6.228545786031894,9.097873616830809,7.933451103230683,8.278401110679104,22.583333333333332,21.504166666666666,20.2375,20.641666666666666,21.441666666666663,21.2125,70.29166666666667,72.625,68.375,66.95833333333333,70.43055555555556,70.09166666666667,3.9875000000000003,4.379166666666666,4.645833333333333,4.529166666666667,4.3374999999999995,4.3533333333333335,405.2083333333333,273.9583333333333,225.41666666666666,391.4583333333333,301.52777777777777,330.29166666666663,980.8625000000001,981.25,981.9250000000001,981.9166666666666,981.3458333333334,981.4666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1615.7682291666667,1199.7092013888887,1047.2482638888887,1772.9800347222222,1287.5752314814815,1427.4682291666666,0.16229166666666667,0.16316666666666668,0.16116666666666668,0.15941666666666668,0.16220833333333334,0.16143333333333335,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,4.0,5.666666666666667,4.8,-1.7333333333333343,-3.745833333333337,-1.3125000000000036,0.08590610426133272,0.9963032375991965,1,3,0,1,2023,0
mueang_chiang_mai,2023-01-06,16.158333333333335,23.166666666666668,1001.2083333333334,0.0,24,27.7,10.1,5.4079584403685645,22.212500000000002,62.041666666666664,14.075000000000001,6.354166666666667,15.575000000000001,0.0,981.7666666666668,499.375,44.291666666666664,202.0,0.16029166666666667,0.16083333333333333,24,349.22847855265377,0.0,20.820833333333333,52.666666666666664,8.7875,0.0,980.6083333333332,,24.0,356.19381911923523,0.0,0.0,0.0,16.158333333333335,16.104166666666668,0,0,3173.111979166667,16.158333333333335,24.454166666666666,26.1875,21.95,22.266666666666666,24.165277777777778,23.166666666666668,35.0625,37.62916666666667,31.558333333333334,31.952777777777783,34.72638888888889,1001.2083333333334,1562.8333333333333,1475.75,1381.875,1346.5972222222222,1467.1527777777776,0.0,0.0,0.0,0.0,0.0,0.0,27.7,36.8,37.4,32.9,33.96666666666666,36.65,5.4079584403685645,8.93400826187151,8.637799261788647,6.228545786031894,7.659921988009574,7.799993998960681,22.212500000000002,22.583333333333332,21.504166666666666,20.2375,22.099999999999998,21.379166666666666,62.041666666666664,70.29166666666667,72.625,68.375,68.31944444444444,68.75,6.354166666666667,3.9875000000000003,4.379166666666666,4.645833333333333,4.906944444444444,4.686805555555556,499.375,405.2083333333333,273.9583333333333,225.41666666666666,392.84722222222223,358.47222222222223,981.7666666666668,980.8625000000001,981.25,981.9250000000001,981.2930555555555,981.5166666666668,0.0,0.0,0.0,0.0,0.0,0.0,3173.111979166667,1615.7682291666667,1199.7092013888887,1047.2482638888887,1996.1964699074076,1718.4088541666667,0.16029166666666667,0.16229166666666667,0.16316666666666668,0.16116666666666668,0.16191666666666668,0.16124305555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,5.666666666666667,4.0,-8.29583333333333,-5.791666666666664,-8.006944444444443,0.10303137904317879,0.9946781061893646,1,4,0,1,2023,0
mueang_chiang_mai,2023-01-07,16.104166666666668,23.016666666666666,856.6666666666666,0.0,24,29.5,12.0,5.695801593902429,20.820833333333333,52.666666666666664,10.454166666666667,8.7875,19.787499999999998,0.0,980.6083333333332,411.6666666666667,20.416666666666668,210.95833333333334,0.15483333333333335,0.1725,24,356.19381911923523,0.0,19.441666666666666,64.0,4.683333333333334,0.0,979.5500000000001,,24.0,12.058785496860196,0.0,0.0,12.0,16.104166666666668,24.1375,0,0,3617.5208333333335,16.104166666666668,16.158333333333335,24.454166666666666,26.1875,18.905555555555555,23.013690476190476,23.016666666666666,23.166666666666668,35.0625,37.62916666666667,27.081944444444446,33.05357142857143,856.6666666666666,1001.2083333333334,1562.8333333333333,1475.75,1140.236111111111,1379.9404761904764,0.0,0.0,0.0,0.0,0.0,0.0,29.5,27.7,36.8,37.4,31.333333333333332,35.628571428571426,5.695801593902429,5.4079584403685645,8.93400826187151,8.637799261788647,6.679256098714167,7.499395083952359,20.820833333333333,22.212500000000002,22.583333333333332,21.504166666666666,21.872222222222224,21.29940476190476,52.666666666666664,62.041666666666664,70.29166666666667,72.625,61.666666666666664,66.45238095238095,8.7875,6.354166666666667,3.9875000000000003,4.379166666666666,6.376388888888889,5.272619047619047,411.6666666666667,499.375,405.2083333333333,273.9583333333333,438.75,366.07142857142856,980.6083333333332,981.7666666666668,980.8625000000001,981.25,981.0791666666668,981.3869047619047,0.0,0.0,0.0,0.0,0.0,0.0,3617.5208333333335,3173.111979166667,1615.7682291666667,1199.7092013888887,2802.133680555556,1989.7105654761906,0.15483333333333335,0.16029166666666667,0.16229166666666667,0.16316666666666668,0.1591388888888889,0.16032738095238094,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,10.0,7.0,7.333333333333333,5.142857142857143,-0.05416666666666714,-10.083333333333332,-6.909523809523808,0.1201261651823505,0.9927586335250793,1,5,1,1,2023,0
mueang_chiang_mai,2023-01-08,24.1375,34.520833333333336,1491.4166666666667,0.0,24,42.5,13.4,8.6385794172321,19.441666666666666,64.0,12.025,4.683333333333334,11.845833333333333,0.0,979.5500000000001,321.4583333333333,5.708333333333333,216.125,0.15316666666666667,0.15125,24,12.058785496860196,0.0,20.8625,65.08333333333333,4.220833333333333,0.0,979.775,,24.0,6.6673752501837384,0.0,2.0,20.0,24.1375,28.145833333333332,0,0,1505.4965277777778,24.1375,16.104166666666668,16.158333333333335,24.454166666666666,18.8,22.455952380952386,34.520833333333336,23.016666666666666,23.166666666666668,35.0625,26.90138888888889,32.217261904761905,1491.4166666666667,856.6666666666666,1001.2083333333334,1562.8333333333333,1116.4305555555557,1366.059523809524,0.0,0.0,0.0,0.0,0.0,0.0,42.5,29.5,27.7,36.8,33.23333333333333,35.357142857142854,8.6385794172321,5.695801593902429,5.4079584403685645,8.93400826187151,6.580779817167698,7.5200809111465645,19.441666666666666,20.820833333333333,22.212500000000002,22.583333333333332,20.825,21.063095238095237,64.0,52.666666666666664,62.041666666666664,70.29166666666667,59.569444444444436,65.27976190476191,4.683333333333334,8.7875,6.354166666666667,3.9875000000000003,6.608333333333333,5.338095238095238,321.4583333333333,411.6666666666667,499.375,405.2083333333333,410.8333333333333,361.22023809523813,979.5500000000001,980.6083333333332,981.7666666666668,980.8625000000001,980.6416666666668,981.1255952380952,0.0,0.0,0.0,0.0,0.0,0.0,1505.4965277777778,3617.5208333333335,3173.111979166667,1615.7682291666667,2765.376446759259,1990.2621527777778,0.15316666666666667,0.15483333333333335,0.16029166666666667,0.16229166666666667,0.15609722222222222,0.1591904761904762,2.0,0.0,0.0,0.0,0.6666666666666666,0.2857142857142857,20.0,12.0,0.0,10.0,10.666666666666666,7.571428571428571,8.033333333333331,-0.31666666666666643,1.6815476190476133,0.13718540405660057,0.9905453876091833,1,6,1,1,2023,0
mueang_chiang_mai,2023-01-09,28.145833333333332,40.266666666666666,1714.5833333333333,0.0,24,47.7,15.9,9.378930094106947,20.8625,65.08333333333333,13.683333333333332,4.220833333333333,11.245833333333332,0.0,979.775,258.3333333333333,11.666666666666666,198.45833333333334,0.156625,0.14166666666666666,24,6.6673752501837384,0.0,22.508333333333336,65.95833333333333,3.9125,0.0,978.0500000000001,,24.0,12.07973973251842,0.0,0.0,2.0,28.145833333333332,28.929166666666664,0,0,1090.3819444444443,28.145833333333332,24.1375,16.104166666666668,16.158333333333335,22.795833333333334,22.448214285714283,40.266666666666666,34.520833333333336,23.016666666666666,23.166666666666668,32.601388888888884,32.17440476190477,1714.5833333333333,1491.4166666666667,856.6666666666666,1001.2083333333334,1354.2222222222222,1354.904761904762,0.0,0.0,0.0,0.0,0.0,0.0,47.7,42.5,29.5,27.7,39.9,36.357142857142854,9.378930094106947,8.6385794172321,5.695801593902429,5.4079584403685645,7.904437035080492,7.560231836471727,20.8625,19.441666666666666,20.820833333333333,22.212500000000002,20.375,21.094642857142855,65.08333333333333,64.0,52.666666666666664,62.041666666666664,60.583333333333336,65.01190476190476,4.220833333333333,4.683333333333334,8.7875,6.354166666666667,5.897222222222222,5.2940476190476184,258.3333333333333,321.4583333333333,411.6666666666667,499.375,330.48611111111114,342.2023809523809,979.775,979.5500000000001,980.6083333333332,981.7666666666668,979.9777777777778,980.8196428571429,0.0,0.0,0.0,0.0,0.0,0.0,1090.3819444444443,1505.4965277777778,3617.5208333333335,3173.111979166667,2071.1331018518517,1892.7481398809525,0.156625,0.15316666666666667,0.15483333333333335,0.16029166666666667,0.154875,0.15879166666666666,0.0,2.0,0.0,0.0,0.6666666666666666,0.2857142857142857,2.0,20.0,12.0,0.0,11.333333333333334,7.285714285714286,4.008333333333333,11.987499999999997,5.69761904761905,0.1542040475626894,0.988039023376751,1,0,0,1,2023,0
mueang_chiang_mai,2023-01-10,28.929166666666664,41.420833333333334,1678.125,0.0,24,47.0,12.1,10.76833034438474,22.508333333333336,65.95833333333333,15.466666666666667,3.9125,10.383333333333335,0.0,978.0500000000001,244.16666666666666,30.5,186.58333333333334,0.15941666666666668,0.13666666666666666,24,12.07973973251842,0.0,23.108333333333334,68.83333333333333,4.5249999999999995,0.03333333333333333,976.1875,,24.0,179.4038774599668,0.8,5.0,31.0,28.929166666666664,32.25416666666667,0,0,955.3020833333334,28.929166666666664,28.145833333333332,24.1375,16.104166666666668,27.07083333333333,23.445238095238096,41.420833333333334,40.266666666666666,34.520833333333336,23.016666666666666,38.73611111111111,33.583333333333336,1678.125,1714.5833333333333,1491.4166666666667,856.6666666666666,1628.0416666666667,1397.2261904761906,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.7,42.5,29.5,45.73333333333333,38.371428571428574,10.76833034438474,9.378930094106947,8.6385794172321,5.695801593902429,9.595279951907928,8.20877248766499,22.508333333333336,20.8625,19.441666666666666,20.820833333333333,20.9375,21.41904761904762,65.95833333333333,65.08333333333333,64.0,52.666666666666664,65.01388888888887,64.66666666666667,3.9125,4.220833333333333,4.683333333333334,8.7875,4.272222222222222,5.189285714285715,244.16666666666666,258.3333333333333,321.4583333333333,411.6666666666667,274.65277777777777,344.8809523809524,978.0500000000001,979.775,979.5500000000001,980.6083333333332,979.125,980.2660714285713,0.0,0.0,0.0,0.0,0.0,0.0,955.3020833333334,1090.3819444444443,1505.4965277777778,3617.5208333333335,1183.726851851852,1879.6129712301588,0.15941666666666668,0.156625,0.15316666666666667,0.15483333333333335,0.15640277777777778,0.15854166666666666,5.0,0.0,2.0,0.0,2.3333333333333335,1.0,31.0,2.0,20.0,12.0,17.666666666666668,11.714285714285714,0.7833333333333314,12.824999999999996,5.483928571428567,0.17117705961019986,0.985240282501282,1,1,0,1,2023,0
