station_id,station_name_th,station_name_en,area_th,latitude,longitude,reading_date,reading_time,pm25_ugm3,pm25_aqi,pm10_ugm3,aqi,is_chiang_mai,is_northern,retrieved_at
84t,สำนักงานสาธารณสุขจังหวัดสมุทรสงคราม,Samut Songkhram Health Office," ต.ลาดใหญ่ อ.เมือง, สมุทรสงคราม",13.428581,100.024664,2026-09-05,02:00,14.8,25.0,35.0,25,False,False,2026-09-05T02:38:09
14t,แขวงการทางสมุทรสาคร ,Highway District,"ต.อ้อมน้อย อ.กระทุ่มแบน, สมุทรสาคร",13.7054879,100.315622,2026-09-05,02:00,22.8,45.0,,45,False,False,2026-09-05T02:38:09
27t,โรงเรียนสมุทรสาครวิทยาลัย,Samut Sakhon Wittayalai School,"ต.มหาชัย อ.เมือง, สมุทรสาคร",13.5502631,100.2647676,2026-09-05,02:00,18.2,34.0,,34,False,False,2026-09-05T02:38:09
24t,สถานีตำรวจภูธรตำบลหน้าพระลาน ,Na Phralan Police Station ,"ต.หน้าพระลาน อ.เฉลิมพระเกียรติ, สระบุรี",14.685833,100.871996,2026-09-05,02:00,24.1,48.0,85.0,56,False,False,2026-09-05T02:38:09
25t,สถานีดับเพลิงพระลักษณ์,Khao Noi Fire Station,"ต.ปากเพรียว อ.เมือง, สระบุรี",14.526343,100.926047,2026-09-05,02:00,16.2,29.0,32.0,29,False,False,2026-09-05T02:38:09
71t,สวนกาญจนาภิเษก ร.9 (ฝั่งสวนหิน),Kanjanapisek Park,"ต.อรัญประเทศ อ.อรัญประเทศ, สระแก้ว",13.691047,102.510442,2026-09-05,02:00,12.0,20.0,26.0,20,False,False,2026-09-05T02:38:09
104t,โรงเรียนสิงห์บุรี,SINGBURI SCHOOL,"ต.บางมัญ อ.เมือง, สิงห์บุรี",14.8933874,100.4130773,2026-09-05,02:00,15.5,27.0,,27,False,False,2026-09-05T02:38:09
85t,สนามกีฬากลางจังหวัดสุพรรณบุรี,Suphan Buri Provincial Central Stadium,"ต.ดอนกำยาน อ.เมือง, สุพรรณบุรี",14.476214,100.086095,2026-09-05,02:00,16.0,28.0,,28,False,False,2026-09-05T02:38:09
42t,สำนักงานสิ่งแวดล้อมภาคที่ 14,"Environment Agency Section 14, Surat Thani","ต.มะขามเตี้ย อ.เมือง, สุราษฎร์ธานี",9.126017,99.325145,2026-09-04,22:00,5.6,9.0,,9,False,False,2026-09-05T02:38:09
111t,สถานีอุตุนิยมวิทยาสุรินทร์,Surin Meteorological Center,"ต.นอกเมือง, อ.เมือง, จ.สุรินทร์",14.8762222,103.4965833,2026-09-05,02:00,12.4,21.0,,21,False,False,2026-09-05T02:38:09
96t,สวนสาธารณะ ชุมชนเลอไทย,Le Thai Community Park,"ต.ธานี อ.เมือง, สุโขทัย",17.006059,99.81927,2026-09-05,02:00,10.2,17.0,23.0,17,False,False,2026-09-05T02:38:09
82t,สวนสาธารณะหนองถิ่น,"Nong Thin Public Park, Nong Khai"," ต.มีชัย อ.เมือง, หนองคาย",17.87748,102.728925,2026-09-05,02:00,14.0,23.0,31.0,23,False,False,2026-09-05T02:38:09
115t,องค์การริหารส่วนจังหวัดหนองบัวลำภู,Nong Bua Lamphu Provincial Administrative Organization ,"ต.หนองบัว อ.เมือง, หนองบัวลำภู",17.193824,102.4585009,2026-09-05,02:00,8.4,14.0,18.0,14,False,False,2026-09-05T02:38:09
110t,สำนักงานเทศบาลเมืองอำนาจเจริญ,Amnat Charoen Municipality,"ต.บุ่ง, อ.เมือง, จ.อำนาจเจริญ",15.8758,104.6223,2026-09-05,02:00,15.4,27.0,,27,False,False,2026-09-05T02:38:09
91t,สวนสาธารณะหนองประจักษ์ อุดรธานี,"Nong Prajak Public Park, Udon Thani","ต.หมากแข้ง อ.เมือง, อุดรธานี",17.414174,102.780926,2026-09-05,02:00,10.9,18.0,,18,False,False,2026-09-05T02:38:09
92t,สวนมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 5 ธันวาคม 2552 อุตรดิตถ์,"72nd Anniversary King Bhumibol Public Park, Uttaradit","ต.ท่าอิฐ อ.เมือง, อุตรดิตถ์",17.631352,100.09896,2026-09-05,02:00,11.1,19.0,21.0,19,False,True,2026-09-05T02:38:09
98t,สถานีสวนเฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัว เฉลิมพระชนมพรรษา 80 พรรษา,Chaloem Phrakiat Park Station 80th birthday celebration,"ต.อุทัยใหม่ อ.เมือง, อุทัยธานี",15.384667,100.024992,2026-09-05,02:00,15.1,26.0,28.0,26,False,False,2026-09-05T02:38:09
83t,ศูนย์แสดงและจำหน่ายสินค้า OTOP จังหวัดอุบลราชธานี,"OTOP Center, Ubon Ratchathani","ต.ในเมือง อ.เมือง, อุบลราชธานี",15.245413,104.846219,2026-09-05,01:00,14.4,24.0,27.0,24,False,False,2026-09-05T02:38:09
116t, สวนน้ำเฉลิมพระเกียรติ ,Chaloem Phra Kiat Water Park,"ต.ย่านซื่อ อ.เมือง, อ่างทอง",14.606306,100.453589,2026-09-05,02:00,15.1,26.0,33.0,26,False,False,2026-09-05T02:38:09
57t,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดเชียงราย,"Natural Resources and Environment Office, Chiangrai","ต.เวียง อ.เมือง, เชียงราย",19.909217,99.823467,2026-09-05,02:00,7.3,12.0,13.0,12,False,True,2026-09-05T02:38:09
73t,สำนักงานสาธารณสุขแม่สาย,Maesai Health Office,"ต.เวียงพางคำ อ.แม่สาย, เชียงราย",20.427325,99.883842,2026-09-05,02:00,10.9,18.0,,18,False,True,2026-09-05T02:38:09
35t,ศูนย์ราชการจังหวัดเชียงใหม่ ,"City Hall, Chiangmai","ต.ช้างเผือก อ.เมือง, เชียงใหม่",18.840732,98.96978,2026-09-05,02:00,18.4,34.0,,34,True,True,2026-09-05T02:38:09
36t,โรงเรียนยุพราชวิทยาลัย ,Yupparaj Wittayalai School,"ต.ศรีภูมิ อ.เมือง, เชียงใหม่",18.7909333,98.99,2026-09-05,02:00,13.9,23.0,,23,True,True,2026-09-05T02:38:09
97t,สวนเพชบุระ,Phetbura garden,"ต.ในเมือง อ.เมือง, เพชรบูรณ์",16.418417,101.156556,2026-09-05,02:00,10.5,18.0,20.0,18,False,False,2026-09-05T02:38:09
72t,สวนสาธารณะเฉลิมพระเกียรติ 60 พรรษามหาราชินี จังหวัดเลย,"60th Anniversary Queen Sirikit Public Park, Loei","ต.กุดป่อง อ.เมือง, เลย",17.48462,101.732734,2026-09-05,02:00,8.7,15.0,17.0,15,False,False,2026-09-05T02:38:09
69t,อุตุนิยมวิทยาจังหวัดแพร่,"Meteorology Center, Phrae","ต.นาจักร อ.เมือง, แพร่",18.1283666,100.1624333,2026-09-05,02:00,10.6,18.0,,18,False,True,2026-09-05T02:38:09
58t,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดแม่ฮ่องสอน,"Natural Resources and Environment Office, Mae Hongson","ต.จองคำ อ.เมือง, แม่ฮ่องสอน",19.30455,97.97165,2026-09-05,01:00,11.2,19.0,22.0,19,False,True,2026-09-05T02:38:09
