stationID,nameTH,nameEN,areaTH,areaEN,stationType,lat,long,forecast,AQILast.date,AQILast.time,AQILast.PM25.color_id,AQILast.PM25.aqi,AQILast.PM25.value,AQILast.PM10.color_id,AQILast.PM10.aqi,AQILast.PM10.value,AQILast.O3.color_id,AQILast.O3.aqi,AQILast.O3.value,AQILast.CO.color_id,AQILast.CO.aqi,AQILast.CO.value,AQILast.NO2.color_id,AQILast.NO2.aqi,AQILast.NO2.value,AQILast.SO2.color_id,AQILast.SO2.aqi,AQILast.SO2.value,AQILast.AQI.color_id,AQILast.AQI.aqi,AQILast.AQI.param
91t,สวนสาธารณะหนองประจักษ์ อุดรธานี,"Nong Prajak Public Park, Udon Thani","ต.หมากแข้ง อ.เมือง, อุดรธานี","Mak Khaeng, Mueang, Udon Thani",GROUND,17.414174,102.780926,[],2026-09-05,02:00,1,18,10.9,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,1,18,PM25
92t,สวนมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 5 ธันวาคม 2552 อุตรดิตถ์,"72nd Anniversary King Bhumibol Public Park, Uttaradit","ต.ท่าอิฐ อ.เมือง, อุตรดิตถ์","Tha It, Mueang, Uttaradit",GROUND,17.631352,100.09896,[],2026-09-05,02:00,1,19,11.1,1,11,21,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,1,19,PM25
98t,สถานีสวนเฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัว เฉลิมพระชนมพรรษา 80 พรรษา,Chaloem Phrakiat Park Station 80th birthday celebration,"ต.อุทัยใหม่ อ.เมือง, อุทัยธานี","Mueang, Uthai Thani",GROUND,15.384667,100.024992,[],2026-09-05,02:00,2,26,15.1,1,14,28,1,9,12,1,2,0.30,0,-1,-1,1,0,0,2,26,PM25
83t,ศูนย์แสดงและจำหน่ายสินค้า OTOP จังหวัดอุบลราชธานี,"OTOP Center, Ubon Ratchathani","ต.ในเมือง อ.เมือง, อุบลราชธานี","Mueang, Ubon Ratchathani",GROUND,15.245413,104.846219,[],2026-09-05,01:00,1,24,14.4,1,14,27,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,1,24,PM25
116t, สวนน้ำเฉลิมพระเกียรติ ,Chaloem Phra Kiat Water Park,"ต.ย่านซื่อ อ.เมือง, อ่างทอง","Yan Sue Subdistrict, Mueang Ang Thong District Ang Thong Province",GROUND,14.606306,100.453589,[],2026-09-05,02:00,2,26,15.1,1,17,33,1,13,18,1,1,0.20,1,2,4,1,0,1,2,26,PM25
57t,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดเชียงราย,"Natural Resources and Environment Office, Chiangrai","ต.เวียง อ.เมือง, เชียงราย","Wiang, Meuang, Chiang Rai",GROUND,19.909217,99.823467,[],2026-09-05,02:00,1,12,7.3,1,7,13,0,-1,-1,0,-1,-1,0,-1,-1,0,-999,-1,1,12,PM25
73t,สำนักงานสาธารณสุขแม่สาย,Maesai Health Office,"ต.เวียงพางคำ อ.แม่สาย, เชียงราย","Wiang Phang Kham, Mae Sai, Chiang Rai",GROUND,20.427325,99.883842,[],2026-09-05,02:00,1,18,10.9,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,1,18,PM25
35t,ศูนย์ราชการจังหวัดเชียงใหม่ ,"City Hall, Chiangmai","ต.ช้างเผือก อ.เมือง, เชียงใหม่","Chang Phueak, Meuang, Chiang Mai",GROUND,18.840732,98.96978,[],2026-09-05,02:00,2,34,18.4,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,2,34,PM25
36t,โรงเรียนยุพราชวิทยาลัย ,Yupparaj Wittayalai School,"ต.ศรีภูมิ อ.เมือง, เชียงใหม่","Si Phum, Meuang, Chiang Mai",GROUND,18.7909333,98.99,[],2026-09-05,02:00,1,23,13.9,0,-1,-1,0,-999,-1,0,-1,-1,0,-1,-1,0,-1,-1,1,23,PM25
97t,สวนเพชบุระ,Phetbura garden,"ต.ในเมือง อ.เมือง, เพชรบูรณ์"," Nai Mueang Subdistrict, Mueang District, Phetchabun",GROUND,16.418417,101.156556,[],2026-09-05,02:00,1,18,10.5,1,10,20,1,10,14,1,0,0.00,1,1,2,1,1,3,1,18,PM25
72t,สวนสาธารณะเฉลิมพระเกียรติ 60 พรรษามหาราชินี จังหวัดเลย,"60th Anniversary Queen Sirikit Public Park, Loei","ต.กุดป่อง อ.เมือง, เลย","Kut Pong Subdistrict, Mueang District, Loei",GROUND,17.48462,101.732734,[],2026-09-05,02:00,1,15,8.7,1,9,17,0,-1,-1,0,-1,-1,1,0,0,0,-1,-1,1,15,PM25
69t,อุตุนิยมวิทยาจังหวัดแพร่,"Meteorology Center, Phrae","ต.นาจักร อ.เมือง, แพร่","Na Chak, Meuang, Phrae",GROUND,18.1283666,100.1624333,[],2026-09-05,02:00,1,18,10.6,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,1,18,PM25
58t,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดแม่ฮ่องสอน,"Natural Resources and Environment Office, Mae Hongson","ต.จองคำ อ.เมือง, แม่ฮ่องสอน","Chong Kham, Meuang, Mae Hong Son",GROUND,19.30455,97.97165,[],2026-09-05,01:00,1,19,11.2,1,11,22,0,-1,-1,0,-1,-1,0,-1,-1,0,-999,-1,1,19,PM25
